item,unit2,unit2_price
CLEAARASIL SKIN CLEARING WIPES 6M,PACK,445
CLEANSE CAPS  X 60,JAR,"4,800.00"
CLEAR ACTION SOAP 100G,SOAP TABLET,350
CLEAR DARK SPOT BODY LOTION 400ML,JAR,"2,105.00"
CLEAR DARK SPOT MEDICATED SOAP 80G,PACK,385
CLEAR DARK SPOT TRANSPARENT SOAP X 1,PACK,380
CLEAR DARK SPOT TUBE X 1,TIN,180
CLEAR DIFFERENCE LOTION 532ML,JAR,"2,505.00"
CLEAR DIFFERENT TRANSPARENT  SOAP X 1,PACK,130
CLEAR ESSENCE  COMPLEXION  SOAP 150G,PACK,905
CLEAR ESSENCE (LEMON) SOAP,PACK,645
CLEAR ESSENCE AMHA LOTION 250ML,BOTTLE,"1,755.00"
CLEAR ESSENCE FADE 450ML,JAR,"1,675.00"
CLEAR ESSENCE MAXITONE LOTION 227G,BOTTLE,"2,800.00"
CLEAR ESSENCE TRANSP  SOAP 150G,SOAP TABLET,760
CLEAR EXPRESS OIL X 1,JAR,"1,000.00"
CLEAR MARKS  SOAP 80G,SOAP TABLET,795
CLEAR NATURE BODY LOTION 500ML,JAR,"3,600.00"
CLEAR NATURE BODY MILK 500ML,PACK,"3,600.00"
CLEAR NATURE MAXI PLUS LOTION X 1,JAR,"1,750.00"
CLEAR NATURE MAXITONE LOTION S/S X 1,JAR,"1,950.00"
CLEARASIL FADE CREAM 200G X 1,PACK,750
CLEARASIL LIGHTENING LOTION 250ML,JAR,833.33
CLEARASIL SKIN CLEARING WIPES,PACK,350
CLEARASIL SOAP 70G X 1,SOAP TABLET,390
CLEARCUF(ADULT) SYR X 1,BOTTLE,142
CLEARCURF(FAITH)   100ML,BOTTLE,120
CLEARTONE CREAM TUBE   30G,TUBE,255
CLEXANE INJ 40MG/4000IU X 2,FULL PACK,"6,325.00"
CLIFEN TABS 50MG X 10,PACK,250
CLINCAP GEL 15GM X 10,,"1,500.00"
CLINCAP GEL 30GM X 10,TUBE,280
CLINDAMYCIN CAPS 150MG X 100 {MULTICOY} ,FULL PACK,"5,000.00"
CLINDAMYCIN CAPS 300MG X 100 {MULTICOY} ,FULL PACK,"6,500.00"
CLINDAMYCIN X 10 (MULTICOY)  CAPS 150MG,PACK,950
CLINDAMYCIN X 10 (MULTICOY)  TABS 300MG,PACK,900
CLINDASAM TABS 300MG X 15,PACK,"1,500.00"
CLINICAL THERMOMETER B/S   X 12,FULL PACK,"5,600.00"
CLINICAL THERMOMETER S/S  ,PCS,"2,640.00"
CLINICLEAR SOAP X 1,SOAP TABLET,316.67
CLINIVAL-V SUPP  X 7,PACK,615
CLO BKO CAPS ,PACK,435
CLOBETADERM CREAM TUBE 30G,TUBE,230
CLOFENAC SR TABS 100MG X 100,FULL PACK,"3,350.00"
CLOFENAC TABS 50MG X 100,FULL PACK,"1,640.00"
CLOFENCOL SYR 100ML,BOTTLE,240
CLOMID X 10 TABS 50MG,PACK,"4,700.00"
CLOMIPHENE X 10 TABS ,PACK,360
CLOPEX TABS 50MG X 30,FULL PACK,"1,750.00"
CLOPIDOGREL(MULTICOY) TABS 75MG X 30,FULL PACK,"1,250.00"
CLOPIDOGREL(NEWTEVA) TABS 75MG X 28,FULL PACK,"1,100.00"
CLOPIDOGREL(POCCO) TABS 75MG X 28,FULL PACK,"1,000.00"
CLOPIDOGREL(SAMJONES) TABS 75MG X 30,FULL PACK,850
CLOPIDROGREL(TEVA) TABS 75MG X 28,PACK,"1,230.00"
CLOSE UP HERBAL 125ML X 1,TUBE,250
CLOSE UP RED GEL 125ML,TUBE,245
CLOSE UP RED GEL 50ML,TUBE,135
CLOTRIDERM(FIDSON) OINTMENT 1% 20G,FULL PACK,"1,480.00"
CLOTRIVAG VAGINAL  X 6 TABS 200MG,PACK,200
CLOVIGAL VIRGINAL X 6 TABS 100MG,PACK,435
CO Q 10 (MASON)  CAPS  X 100,JAR,"1,900.00"
CO Q 10 (N/F) CAPS 200MG X 30,JAR,"8,200.00"
CO Q-10 (PURITANS PRIDE)  SOFTGEL 200MG X 30,JAR,"4,300.00"
CO Q-10 (PURITIANS PRIDE)  SOFTGEL 100MG X 30,JAR,"3,000.00"
CO Q-10(NATURE 'S BOUNTY) 150MG CAPS X 45  ,JAR,"1,990.00"
CO Q-10(NATURE FIELD) X 60 CAPS ,JAR,"3,500.00"
CO Q.10(P/P)  100MG X 100,JAR,"3,200.00"
CO-AMOXICLAV CAPLET 1G,PACK,"1,000.00"
CO-AMOXICLAV CAPLET 625 X 14,PACK,820
CO-AMOXICLAV SUSP ,BOTTLE,400
CO-APROVEL TABS 150/12.5MG X 28,FULL PACK,"5,009.00"
CO-APROVEL TABS 300/12.5MG X 28,FULL PACK,"6,576.00"
CO-ARINATE  [ADULT] TABS ,PACK,"1,240.00"
CO-ARINATE [JNR] TABS ,PACK,350
CO-ARINATE SUSP ,BOTTLE,620
CO-ARTESIANE SUSP  100ML,BOTTLE,600
CO-CODAMOL TABS 30/500MG X 100,FULL PACK,"6,200.00"
CO-CODAMOL TABS 500MG X 100,FULL PACK,"7,300.00"
CO-CODAMOL TABS 8/500MG X 100,FULL PACK,"9,300.00"
CO-DILOPRIL TABS  X 28,FULL PACK,"1,950.00"
CO-DIOVAN TABS 160/12.5MG X 28,FULL PACK,"7,835.00"
CO-DIOVAN TABS 160/25MG X 28,FULL PACK,"7,536.00"
CO-DIOVAN TABS 80/12.5 X 28,FULL PACK,"6,200.00"
CO-FAN (GSK) TABS ,PACK,"2,850.00"
CO-MEPIRYL FORTE TABS 1000/2MG X 30,FULL PACK,"2,850.00"
CO-MEPIRYL TABS  X 30,FULL PACK,"1,200.00"
CO-MICARDIS TABS 40/12.5MG X 28,FULL PACK,"6,730.00"
CO-MICARDIS TABS 80/12.5MG X 28,FULL PACK,"7,020.00"
CO-PROXAMOL TABS  X 100,FULL PACK,"1,060.00"
CO-TAN DS TABS 80MG/480MG X 6,PACK,400
CO-TENIDONE 100MG/25MG TABS   X 28,FULL PACK,"1,620.00"
CO-TROX(VITABIOTIC) TABS  X 1000 [BLISTER] ,FULL PACK,"6,000.00"
COARTEM (NOVARTIS) DS X 6 TABS 80/480MG,PACK,"1,350.00"
COARTEM (NOVARTIS) X 24 TABS 20/120,PACK,805
COARTEM (SFH) X 18 TABS ,PACK,740
COARTEM (SFH)X6 TABS ,PACK,555
COARTEM(NEW PACK) TABS X 12,PACK,480
COARTEM(NEW PACK) TABS X 18,PACK,700
COARTEM(NEW PACK) TABS X 24,PACK,"1,000.00"
COARTEM(NEW PACK) TABS X 6,PACK,350
COARTEM(SFH) X 12 TABS ,PACK,330
COATAL FORTE SOFTGEL 80/8480MG X 6,PACK,550
COATAL FORTE X 6 TABS 80/480MG,PACK,400
COATAL TABS 20+120MG X 24,PACK,400
COCA-COLA (MAMA) 1.L,BOTTLE,180
COCA-COLA COKE 50CL,JAR,80
COCO POPS B/S X 1,PACK,"1,365.00"
COCOA BUTTER STRETCH MARKS CREAM 125G,TUBE,"1,920.00"
COCOA BUTTER(CUP) B/S X 1,JAR,"2,000.00"
COD LIVER OIL (ULTRA) X 1,PACK,"2,900.00"
COD LIVER OIL(CROWTHER) CAPS 1000MG X 30,PACK,470
COD LIVER OIL(DR HOMMELS) 125ML,BOTTLE,"1,650.00"
COD LIVER OIL(DR HOMMELS) SYR  200ML,BOTTLE,"1,650.00"
COD LIVER OIL(EMZOR) TABS 1000MG X 30,FULL PACK,800
COD LIVER OIL(NKOYO) CAPS 1000MG X 30,PACK,400
COD LIVER OIL(ORTOMEDS) SYR X 1,BOTTLE,"1,800.00"
COD LIVER OIL(P/P) SOFTGEL X 100,JAR,"1,700.00"
COD-RAMIPRIL TABS 5MG X 100,,750
CODABAMAL FORTE 100 TABS ,PACK,400
CODAMLODIPINE TABS 10MG X 100,FULL PACK,"1,380.00"
CODAMLODIPINE TABS 10MG X 28,FULL PACK,430
CODAMLODIPINE TABS 5MG X 28,FULL PACK,400
CODATORVASTATIN TABS 10MG X 30,FULL PACK,650
CODATORVASTATIN TABS 20MG X 30,FULL PACK,850
CODEFREE MACHINE X 1,PACK,"7,000.00"
CODEFREE STRIP   X 2,FULL PACK,"4,950.00"
CODOLIN EXPECTORANT SYR  100ML,BOTTLE,220
COF N COLD DROP X 1,BOTTLE,130
COF N COLD SYR 100ML,BOTTLE,105
COF OFF(ADULT) SYR X 1,BOTTLE,100
COF OFF(CHILD) SYR X 1,BOTTLE,100
COFEPRONT COUGH SYR.   X 1,BOTTLE,450
COFEX COUGH SYRUP  100ML X 1,BOTTLE,270
COFEX TABS  X 100,FULL PACK,"1,006.00"
COFLAX ADULT   100ML,BOTTLE,440
COFLAX CHILD SYR 100ML,BOTTLE,410
COFLAX WITH CODIENE SYR X 1,BOTTLE,725
COFLIN EXPECTORANT SYR  100ML,BOTTLE,250
COFLIN LINTUS X 60 SYR ,BOTTLE,320
COFLIN TABS  X 100,FULL PACK,"1,095.00"
COFMIX EXPECTORANT  ,BOTTLE,196
COFMIX JUNIOR   100ML,BOTTLE,252
COFMIX LINCTUS 100ML,BOTTLE,230
COFREMEDY EXPECTORANT SYR 100ML,BOTTLE,350
COFTA LOZENGES  X 100,FULL PACK,"1,650.00"
COFTA SYR 100ML,BOTTLE,360
COGNITOL TABS 5MG X 30,FULL PACK,"1,900.00"
COGNIUM TABS X 20,PACK,"1,200.00"
COLART ADULT X 24 TABS ,PACK,550
COLART CHILD X 12 TABS 20/120MG,PACK,280
COLCHICINE TABS 1MG {OPOCALCIUM} ,PACK,"1,800.00"
COLDEX TABS  X 25,FULL PACK,"1,000.00"
COLESTRIM (MEGA) 160MG X 30  ,PACK,"2,500.00"
COLGATE ADVANCE WHITENING 100ML,TUBE,405
COLGATE BABY 0-2YRS X 1,TUBE,365
COLGATE MAXFRESH TOOTH PASTE X 12,TUBE,260
COLGATE MAXIMIUM PROTECTION 140G,TUBE,455
COLGATE PASTE  HERBAL B/S X 1,TUBE,335
COLGATE PLAX MOUTHWASH 250ML X 1,JAR,575
COLGATE PLAX MOUTHWASH 500ML X 1,JAR,845
COLGATE TOOTH BRUSH(DEEP CLEAN) X 1,PCS,140
COLGATE TOOTH BRUSH(EXTRA CLEAN) X 1,PCS,0
COLGATE TRIPPLE ACTION PASTE,TUBE,370
COLGATE(0-2YEARS) TOOTH PASTE X 1,TUBE,305
COLIPAN  10MG TAB X 100,FULL PACK,150
COLIPAN SYR 60ML X 1,BOTTLE,465
COLLAGEN + GLUTHATIONE CAPS X 120,JAR,"3,500.00"
COLLAGEN C HYDOLYSATE WITH BIOTIN(ALFA) CAPS 1000MCG X 60,JAR,"5,500.00"
COLLAGEN POWDER  6600MG 198G,JAR,"9,500.00"
COLLAGEN(MASON) CAPS 1500MG X 120,JAR,"5,600.00"
COLLAGEN+GLUTATHIONE CAPS X 100,JAR,"4,000.00"
COLLOMACK LOTION  10ML,BOTTLE,830
COLMAN CAPS  X 100,FULL PACK,380
COLON CLEANSE(21 CENTURY) CAPS X 120,JAR,"4,900.00"
COLOUR ME BODY SPRAY(MIX) 150ML,TIN,630
COLOUR ME PERFUME (SILVER SPOT) 90ML,JAR,916.67
COLOUR ME PERFUME(RED) 100ML,BOTTLE,"2,510.00"
COMBI-2 X 100  ,PACK,"2,150.00"
COMBI-9  ,PACK,"2,690.00"
COMBIART TABS  [PACK] X 12,PACK,255
COMBIART TABS  [PACK] X 6,PACK,700
COMBIART TABS X 18,PACK,540
COMBIART TABS X 24,PACK,545
COMBIFEN SYR 100ML,BOTTLE,215
COMBIFEN SYR 60ML X 1,BOTTLE,215
COMBIGAN EYE DROPS X 1,PACK,"3,300.00"
COMBINATION 3 TABS  X 25,FULL PACK,"1,060.00"
COMBISUNATE DS X 6 TABS ,PACK,370
COMBISUNATE X 12 TABS 20/120,PACK,285
COMBISUNATE X 18 TABS ,PACK,280
COMBISUNATE X 24 TABS TABS 20/120MG,PACK,265
COMBISUNATE X 6 TABS ,PACK,530
COMBIWORM TABS 125MG X 12,FULL PACK,"1,035.00"
COMFIT PAD X 1,FULL PACK,"8,790.00"
COMPAT B.P MONITOR X 1,PACK,"9,500.00"
COMPLAN MILK POWDER  450G,PACK,"3,000.00"
COMPLANIL RETARD TABS 500MG X 100,FULL PACK,"7,430.00"
COMPLETE MULTIVITAMIN(EQUATE) TABS X 130,JAR,"1,900.00"
COMPOSITE-4 M X 30 CAPS ,PACK,150
COMPRESSION STOKINGS  ,PACK,"4,500.00"
CONCUR TABS 5MG X 30,FULL PACK,"2,500.00"
CONNECT PERFUME(WOMAN) X 1,PACK,"4,000.00"
CONNET  ROLL-ON 50ML,BOTTLE,425
CONPEED ADULT DIAPER X 1,PACK,"2,200.00"
CONSTISTOP LACTULOSE SOLUTION 10GM/15ML X 1,BOTTLE,"2,300.00"
CONTAFAM TABS  X 100,FULL PACK,245
CONTIFLO OD TABS 0.4MG,PACK,"1,640.00"
CONTIFLO XL CAPS X 30,PACK,"1,150.00"
CONTRINE TABS  X 18,PACK,250
CONTRINE TABS 20/120 X 24,PACK,260
CONTRINE TABS 20MG/120MG X 12,PACK,200
COOL BREEZE PERFUME 50ML,CAN,710
COOL BREEZE ROLL ON 50ML,BOTTLE,425
COOL RIVER PERF 50ML X 1,BOTTLE,"1,210.00"
COOL RIVER PERFUME 100ML,BOTTLE,"1,675.00"
COOL RIVER SPRAY X 1,BOTTLE,505
COOLBREEZE BODY SPRAY 100ML,SPRAY BOTTLE,570
COPPER T   X 6,SACHET,450
COPT EYE DROPS ,BOTTLE,"4,800.00"
CORAVID  X 10 TABS 400MG,PACK,430
CORAVID X 10 TABS 200MG,PACK,295
CORD CLAMP   X 100,FULL PACK,"2,650.00"
COSAMID PLUS TABS  X 100,FULL PACK,"5,445.00"
COSAMINE CAPS 250MG,JAR,295
COSCOPIN  CHILD SYR  50ML,BOTTLE,200
COSCOPIN ADULT SYR  100ML,BOTTLE,250
COSCOS  MEDIUM SIZE,PCS,"1,800.00"
COSOPT EYE DROPS 2% 5ML,BOTTLE,"6,700.00"
COTOZAL -TZ TABS ,PACK,950
COTRIM 960 (UNBRANDED)  CAPLET 960MG,PACK,190
COTRIMOXAZOLE (BOND)  TABS 480MG X 1000,JAR,"3,170.00"
COTRIMOXAZOLE (EVANS) SYR  50ML,BOTTLE,170
COTRIMOXAZOLE (MOPSON)  SYR 100ML,BOTTLE,380
COTRIMOXAZOLE TABS  {UNBRANDED} X 1000,JAR,"3,400.00"
COTTON BALL X 1,PACK,12
COTTON BANDAGE   X 12 {3 INCHES} ,FULL PACK,620
COTTON BANDAGE   X 12 {4 INCHES} ,FULL PACK,750
COTTON BANDAGE   X 12 {6 INCHES} ,FULL PACK,"1,130.00"
COTTON BUD (BABY CHERIE) X 100 PCS,JAR,70
COTTON BUD (BABY CHERIE) X 200 PCS,JAR,260
COTTON BUD (NYCIL) 180PCS X 1,PACK,195
COTTON BUD X 100 (SEA PEARL),JAR,116.67
COTTON BUD(ANGEL)X 200,PCS,235
COTTON BUD(NYCIL) X 100,PACK,195
COTTON WO0L  250GM,PCS,185
COTTON WOOL 100GM  ,PCS,90
COTTON WOOL 50GM   [PCS] X 1,PCS,55
COTTON WOOL(MULTICOY)  500G X 1,PACK,500
COTTON WOOL(PB GLOBAL)  500G X 1,PACK,"1,800.00"
COUGH SYRUP 2LITER SOLUTION ,JAR,900
COUNTBOOST CAPS X 1,JAR,"10,600.00"
COUNTING TRAY X 1,PACK,"1,500.00"
COVERAM (PARALLEL) TABS 5MG/5MG X 30,JAR,"5,500.00"
COVERAM PLUS (PARALLEL)  TABS 5MG/1.25MG/5MG X 30,JAR,"6,800.00"
COVERAM PLUS TABS 10MG/2.5MG/10MG X 30,JAR,"7,800.00"
COVERAM PLUS TABS 10MG/2.5MG/5MG X 30,JAR,"7,800.00"
COVERAM PLUS TABS 5MG/1.25MG/10MG X 30,JAR,"7,780.00"
COVERAM PLUS TABS 5MG/1.25MG/5MG X 30,JAR,"7,450.00"
COVERAM TABS 10/2.5 X 10,PACK,"7,750.00"
COVERAM TABS 10MG/10MG X 30,JAR,"7,900.00"
COVERAM TABS 5MG/10MG X 30,PACK,"7,930.00"
COVERAM TABS 5MG/5MG X 30,JAR,"7,200.00"
COVERSYL PLUS TABS 10/2.5MG X 30,PACK,"6,549.00"
COVERSYL PLUS TABS 5MG/1.25MG X 30,FULL PACK,"4,500.00"
COVERSYL TABS 10MG X 30,FULL PACK,"7,190.00"
COVERSYL TABS 5MG X 30,FULL PACK,"2,730.00"
COW& GATE 1  400G,TIN,"1,805.00"
COW& GATE 2  400G,TIN,"1,855.00"
COWBELL INFANT FORMULA 450G,TIN,"1,010.00"
COWBELL MILK 400G [TIN] ,TIN,805
COWBELL MILK REFIL 400G,TIN,670
COWBELL MILK STAGE 1 X 1,TIN,983.33
COWBELL MILK STAGE 2 X 1,TIN,983.33
COZMA TABS 325MG X 10,PACK,"2,000.00"
CRANBERRY (MASON)  CAPS X 90,JAR,"3,800.00"
CRANBERRY(P/P) X 100 CAPS ,JAR,"3,200.00"
CREAM OF NATURE KIT X 1,JAR,"1,190.00"
CREATINE CAPS  X 200,JAR,"8,000.00"
CREATINE CAPS  X 300,JAR,"6,780.00"
CREATINE CAPS X 120,JAR,"7,000.00"
CREATINE NITRATE CAP CAPS X 240,JAR,1
CREATINE PUMP FUEL X 1,JAR,"5,755.00"
CREATINE(WEIDER) CAPS  X 150,JAR,"4,800.00"
CRÈME OF NATURE KIT X 1,PACK,"1,800.00"
CREPE  BANDAGE 6 INCHES  ,PCS,250
CREPE BANDAGE  4 INCHES,PCS,180
CREPE BANDAGE 3INCH  ,PCS,160
CRESTOR (PARALLEL)  TABS 5MG X 28,FULL PACK,"2,800.00"
CRESTOR (PARALLEL) TABS 20MG X 28,FULL PACK,"2,600.00"
CRESTOR (PARARELL)  TABS 10MG X 28,FULL PACK,"3,500.00"
CRESTOR TABS 10MG X 28,FULL PACK,"6,825.00"
CRESTOR TABS 20MG X 28,FULL PACK,"7,500.00"
CRESTOR TABS 5MG X 28,FULL PACK,"2,550.00"
CROMSOL EYE DROPS 2% 5ML,BOTTLE,615
CRUSADER CREAM TUBE 50G,TUBE,200
CRUSADER MEDICATED SOAP X 12,PACK,570
CRUSET  DYE S/S 150ML,BOTTLE,240
CRUSET DYE 991G,JAR,405
CRYSTAL WHITE UV LIGHTENING MILK 250ML,JAR,655
CRYSTAL WHITE UV SERUN,PACK,505
CRYSTAL WHITE(WITH EGG YOLK) 250ML,JAR,755
CRYSTALLINE PENICILLIN INJ 0.6MG [CHINA] ,VIALS,0
CRYSTALLINE PENICILLIN INJ 0.6MG X 100,VIALS,70
CT+ SOAP X 1,SOAP TABLET,333.33
CUBA INSECTICIDE 600ML,TIN,695
CURCLAV SUSP 228.5MG/5ML 100ML,BOTTLE,600
CURCLAV TABS 625MG X 14,PACK,730
CUREFENAC TABS 100MG X 20,PACK,70
CUREFENAC TABS 50MG X 20,FULL PACK,"1,000.00"
CURVED ARTERY FORCEP X 1,PACK,400
CUSIMOLOL EYE DROPS  5MLS,BOTTLE,850
CUSSON BABY SOAP 75G X 1,SOAP TABLET,85
CUSSON POWDER X 1,CAN,320
CUSSONS BABY LOTION 200ML,JAR,300
CUSSONS BABY OIL 200ML,JAR,333.33
CUSYMIN CAPS  X 30,FULL PACK,420
CUTENOX INJ 20MG,AMPOULES,650
CUTENOX INJ 40MG X 1,AMPOULES,"1,050.00"
CWAY TABLE WATER X 1,PACK,85
CYCLOGEST PESSARY 400MG X 15,FULL PACK,"11,500.00"
CYKLATRAN TABS 500MG X 20,FULL PACK,"2,000.00"
CYPENI CAPLET  X 30,CAPLET,340
CYPLOX  500MG TAB,PACK,500
CYPMAL EYE DROPS 10ML X 1,PACK,700
CYPRIGOLD CAPS  X 30,FULL PACK,670
CYPRIGOLD PLUS SYR  200ML,BOTTLE,445
CYPRIGOLD PLUS X 30 CAPLET ,PACK,390
CYPRIGOLD SYR  100ML,BOTTLE,240
CYPRIGOLD SYR  200ML,BOTTLE,350
CYPRIVIT PLUS TABS  X 30,FULL PACK,550
CYPRIVIT SYR  100ml,BOTTLE,260
CYPRIVIT SYR  200ml,BOTTLE,430
CYPRODINE SYR  200ML,BOTTLE,"2,900.00"
CYPRODINE X 30 CAPS ,BOTTLE,"2,000.00"
CYPRON CAPS  X 30,FULL PACK,750
CYPROTONE TABS  X 20,PACK,200
CYTOTEC TABS 200MG X 60,FULL PACK,"5,700.00"
D & W BOARD,PACK,"1,450.00"
D-ARTEPP X 9 TABS 40/320MG,PACK,410
D-KOFF  SYR 100ML,BOTTLE,400
D-MEPIL TABS 4MG X 30,FULL PACK,"1,500.00"
DABAFLOX TABS 200MG,PACK,420
DABAFORT X 100 TABS ,PACK,750
DABANAC X 10 TABS ,PACK,390
DABAPAIN TABS  X 100,FULL PACK,600
DABAPAIN TABS 50MG X 20,FULL PACK,110
DABIC  15MG,PACK,820
DABIC X 10 TABS 7.5MG,PACK,700
DABUR HERBAL PASTE 175G,PACK,200
DABUR HERBAL PASTE 75G,TUBE,215
DAFLON X 15 TABS 500MG,PACK,"1,850.00"
DAFLON X 30 TABS 500MG,PACK,"3,550.00"
DAFRACLAV SUSP 457MG,BOTTLE,750
DAFRACLAV SYR 228MG,BOTTLE,600
DAFRACLAV TABS 625MG,PACK,950
DAFRACLAV X 14 CAPLET 1G,PACK,"1,100.00"
DAILY CHEF 1.7KG,JAR,"2,930.00"
DAILY LIVING BITTERS SYR 200ML,BOTTLE,500
DAILYVIT X 30 CAPS ,PACK,150
DAKTACORT CREAM  15G,TUBE,"1,395.00"
DAKTARIN CREAM  15G,TUBE,"1,220.00"
DAKTARIN POWDER 2% 20GM,PACK,"1,860.00"
DALACIN  C (CLINDAMYCIN) X 16 CAPS 150MG X 1,PACK,"4,200.00"
DALACIN C CAPS 300MG X 16,PACK,"3,400.00"
DAMATOL  HAIR  CREAM 55G,JAR,185
DAMATOL DUSTING POWDER 125G X 1,BOTTLE,280
DAMATOL DUSTING POWDER 200GM X 1,CAN,465
DAMATOL HAIR  CRAME 110G X 1,JAR,365
DAMATOL HAIR  CREAM 250G X 1,JAR,"1,055.00"
DAMATOL SOAP X 1,SOAP TABLET,175
DANACID SUSP 200ML,BOTTLE,400
DANACID TABS  X 96,FULL PACK,450
DANACID X 1000 TABS ,JAR,"2,700.00"
DANACLOX SYR 100ML,BOTTLE,170
DANAZOL (MULTI)  TABS 200MG X 1,PACK,"7,800.00"
DANO COOL COW(REFIL) 900G X 1,PACK,"1,505.00"
DANO COOL COW(TIN)400G X 1,TIN,683.33
DANO COOLCOW REILF 360G,PACK,610
DANO FULL CREAM(REFIL) 400G X 1,SACHET,"1,350.00"
DANO REFIL 400G,SACHET,840
DANO SLIM REFIL 400G,SACHET,980
DANO SLIM REFIL 900G,PACK,"1,845.00"
DANO TIN 400G,TIN,805
DANO TIN 900G,TIN,"2,010.00"
DANZA MULTIVITAMIN CAPLET  X 30,FULL PACK,150
DANZEL SUSP X 1,BOTTLE,150
DAONIL AVENTIS TABS  X 100,FULL PACK,"2,650.00"
DAPZIN-10 TABS 10MG X 30,FULL PACK,"8,900.00"
DARAVI T FORTE(BLISTER) CAPS  X 30,FULL PACK,"1,100.00"
DARAVIT  X 30 TABS ,PACK,590
DARAVIT DRINK X 24,CAN,366.67
DARAVIT FORTE SOFTGEL  X 50,FULL PACK,"2,650.00"
DARAVIT FORTE X 30 CAPS ,JAR,"1,750.00"
DARAVIT TONIC   200ML,BOTTLE,300
DARAVIT WOMAN SOFTGEL X 37,PACK,"2,750.00"
DARAVIT X 30 CAPS ,PACK,850
DARAVITE FORTE TABS  X 60,FULL PACK,"2,650.00"
DARK & LOVELY  ANTI-BREAKAGE KIT MIX  ,PACK,"1,245.00"
DARK & LOVELY CONDITIONER 450ML,JAR,"1,095.00"
DARK & LOVELY KIT CHILD X 1,JAR,"1,830.00"
DARK & LOVELY KIT MIX X 1,PACK,"1,495.00"
DARK AND LOVELY  LEAVE-IN CONDITIONER 500ML,JAR,"1,095.00"
DARK SPOT LOTION X 1,JAR,"2,300.00"
DARK SPOT SOAP B/S X 1,SOAP TABLET,425
DAWACOF SYR 100ML X 1,BOTTLE,260
DAWMY LIGHTING BODY LOTION 250ML,JAR,595
DAXAMIN 400MG X 7 TABS ,PACK,970
DAXIMIN DISPERSIBLE TABS 100MG X 10,PACK,700
DAY BY DAY X 30 CAPS ,PACK,205
DAZE L KIT  TABS X 4  ,PACK,"1,450.00"
DE SHALOM ANTACID TABS  X 96,FULL PACK,450
DE-DEON'S SYR  150ML,BOTTLE,900
DE-DEON'S SYR 280ML,BOTTLE,"1,270.00"
DE-SHALOM COF SYR X 1,BOTTLE,170
DEAL PERFUME100ML X 1,BOTTLE,"1,360.00"
DECAVIT PLUS X 28 CAPS  X 28,FULL PACK,"1,200.00"
DEEP FREEZE SPRAY X 1,SPRAY CAN,"2,000.00"
DEEP HEAT RUB  15GM,TIN,160
DEEP HEAT RUB  67G,TUBE,250
DEEP HEAT RUB 35GM,TUBE,"1,200.00"
DEEP HEAT SPRAY  150ML,BOTTLE,"2,100.00"
DEEP RELIEF CREAM  30G,PACK,230
DEEVICK'S SYR 200ML,BOTTLE,470
DEGAT CREAM 15G,TUBE,250
DELE COTTON WOOL 450G NEBULES ,PACK,"2,150.00"
DELIVERY FORCEPT  ,PCS,950
DELIVERY SET   X 1,PCS,"9,600.00"
DELTA MEDICATED SOAP 80G,PACK,130
DELTA PLUS SOAP 80G,PACK,115
DELVAC CAPS 100MG X 100,FULL PACK,"1,090.00"
DEMINOL TABS  X 100,FULL PACK,350
DEMO-4 GEL 20G   X 10,FULL PACK,"1,800.00"
DEPIXOL INJ 20MG X 10,FULL PACK,"17,500.00"
DEPIXOL INJ 40MG 2ML,FULL PACK,"35,000.00"
DEPO-MEDROL INJ 40MG 1ML,VIALS,900
DEPO-PROVERA INJ 150MG,VIALS,520
DEQUADIN LOZENGES 250MG X 250,FULL PACK,"4,470.00"
DEQUALIN LOZENGES TABS 250MG X 100,FULL PACK,630
DERMABACT CREAM 15G,PACK,280
DERMACOL CREAM  30G,TUBE,200
DERMALIS CLEANSER,BOTTLE,590
DERMALIS OIL,JAR,265
DERMAZIN CREAM 25G,TUBE,"1,050.00"
DERMAZIN CREAM 50G X 1,PACK,"1,350.00"
DERMOVATE CREAM  30G,TUBE,"1,650.00"
DESLORATIDINE TABS  X 100,FULL PACK,700
DESLOTAB TABS 5MG X 20,FULL PACK,200
DESTRAX TABS 1MG X 100,FULL PACK,230
DETERMINE KIT   X 100,FULL PACK,"10,000.00"
DETONIC SYR 200ML,BOTTLE,200
DETTOL  JELLY 160G,JAR,760
DETTOL  JELLY 40G,JAR,235
DETTOL  SOAP 125G MIX,SOAP TABLET,230
DETTOL JELLY  80G,JAR,445
DETTOL LIQUID  75ML,JAR,240
DETTOL LIQUID 165ML,JAR,490
DETTOL LIQUID 1L,BOTTLE,"3,650.00"
DETTOL LIQUID 250ML,JAR,645
DETTOL LIQUID 500ML,JAR,"1,620.00"
DETTOL LIQUID 750ML,JAR,"2,310.00"
DETTOL SOAP 75G X 1,SOAP TABLET,150
DEWMAL TABS  X 50,FULL PACK,"3,520.00"
DEXA INJ X 1,AMPOULES,80
DEXACORTIN  TABS  1MG X 100,JAR,650
DEXACORTIN TABS 0.5MG X 100,FULL PACK,"11,735.00"
DEXACURE TABS 1MG X 100,FULL PACK,200
DEXAMETHASONE (MULTICOY)  TABS 1MG X 100 [SACHET] ,FULL PACK,200
DEXAMETHASONE (MULTICOY) 0.5MG TABS  X 1000,JAR,"1,300.00"
DEXAMETHASONE TABS 0.5MG {MULTICOY} X 100,JAR,160
