ProductName:,item,GenericName,Code,Department,DosageForm:,presentation,unit_quantity,Category,full_pack,Vendor
clear nature maxitone lotion s/s,CLEAR NATURE MAXITONE LOTION S/S X 1,,6009448,Supermarket,,JAR,,,1,
CLEAR NATURE OIL 60ML,CLEAR NATURE OIL 60ML X 1,,6010050,Supermarket,,PACK,,,1,
CLEAR THERAPY LOTION 500ML,CLEAR THERAPY LOTION 500ML X 1,,6009727,Supermarket,,JAR,,,1,
CLEARACIL SKIN WHITE SERUN,CLEARACIL SKIN WHITE SERUN,,14439,Supermarket,,PACK,,,1,
CLEARASIL CLEANSER,CLEARASIL CLEANSER 150ML,,5.01142E+12,Supermarket,,BOTTLE,1,,1,
CLEARASIL EXCLUSIVE SUPER WHITENING SOAP,CLEARASIL EXCLUSIVE SUPER WHITENING SOAP,,15724,Supermarket,,PACK,,,1,
CLEARASIL FACE TREATMENT,CLEARASIL FACE TREATMENT,,15671,Supermarket,LOTION,PACK,,,1,
CLEARASIL FADE CREAM 200G,CLEARASIL FADE CREAM 200G X 1,,16596,Supermarket,,PACK,1,,1,
CLEARASIL LIGHTENING LOTION 250ML,CLEARASIL LIGHTENING LOTION 250ML,,1005701,Supermarket,,JAR,,,1,
CLEARASIL SHOWER CREAM 1.2L,CLEARASIL SHOWER CREAM 1.2L,,16995,Supermarket,,JAR,,,1,
CLEARASIL SKIN CLEARING WIPES,CLEARASIL SKIN CLEARING WIPES,,15813,Supermarket,,PACK,,,1,
CLEARASIL SOAP 70G,CLEARASIL SOAP 70G X 1,,1.30604E+11,Supermarket,,SOAP TABLET,1,,1,
CLEARASIL SUPER WHITENIZER  LOTION 500ML,CLEARASIL SUPER WHITENIZER  LOTION 500ML X 1,,16601,Supermarket,,JAR,1,,1,
CLEARASIL ULTRA MAXI-TONE 350ML,CLEARASIL ULTRA MAXI-TONE 350ML,,16472,Supermarket,,JAR,,,1,
CLEARASIL WIPES,CLEARASIL WIPES X 1,,6011642,Supermarket,,PACK,,,1,
clearcuf(adult),CLEARCUF(ADULT) SYR X 1,,6009117,Pharmacy,SYRUP,BOTTLE,,,1,
CLEARCURF(FAITH),CLEARCURF(FAITH)   100ML,,14777,Pharmacy,,BOTTLE,100ML,,1,
CLEAREX 10,CLEAREX 10   X 1,,14821,Pharmacy,,TUBE,1,,1,
clearliss(cup)150ml,CLEARLISS(CUP)150ML X 1,,6009781,Supermarket,,JAR,,,1,
CLEARTONE CREAM TUBE,CLEARTONE CREAM TUBE   30G,,13151,Supermarket,,TUBE,30G,,1,
CLEARTONE GEL,CLEARTONE GEL X 1,,6009838,Supermarket,,TUBE,,,1,
cleo perfume,cleo perfume 160ml,,12813,Supermarket,,BOTTLE,1,,1,
CLEOPATRAL SOAP 125G(PARIS),CLEOPATRAL SOAP 125G(PARIS) X 1,,3.7601E+12,Supermarket,,SOAP TABLET,1,,1,
CLEXANE,CLEXANE INJ 40MG/4000IU X 2,,7041,Pharmacy,INJECTION (SOLUTION),AMPOULES,1,,2,
CLIFEN,CLIFEN TABS 50MG X 10,,6293,Pharmacy,TABLETS,PACK,,,1,
CLINCAP,CLINCAP GEL 15GM X 10,,6008864,Pharmacy,GEL,TUBE,1,,10,
CLINCAP,CLINCAP GEL 30GM X 10,,6008865,Pharmacy,GEL,TUBE,1,,10,
clindamycin,CLINDAMYCIN CAPS 150MG X 100 {MULTICOY} ,,,Pharmacy,CAPSULES,BLISTER,10,,100,
clindamycin,CLINDAMYCIN CAPS 300MG X 100 {MULTICOY} ,,,Pharmacy,CAPSULES,BLISTER,10,,100,
clindamycin x 10,CLINDAMYCIN X 10 (MULTICOY)  CAPS 150MG,,8.85068E+12,Pharmacy,CAPSULES,PACK,,,1,
clindamycin x 10,CLINDAMYCIN X 10 (MULTICOY)  TABS 300MG,,8.85068E+12,Pharmacy,TABLETS,PACK,,,1,
CLINDASAM,CLINDASAM TABS 300MG X 15,,6012292,Pharmacy,TABLETS,PACK,,,1,
clini clear whitening shower milk,CLINI CLEAR WHITENING SHOWER MILK 1000ML,,6011712,Supermarket,,JAR,,,1,
ClINIC CLEAR CLEANSER,CLINIC CLEAR CLEANSER X 1,,6010381,Supermarket,,JAR,,,1,
CLINIC CLEAR TUBE,CLINIC CLEAR TUBE X 1,,6010428,Supermarket,,TUBE,,,1,
CLINIC CLEAR WHITENING BODY LOTION,CLINIC CLEAR WHITENING BODY LOTION 250ML,,6.1811E+12,Supermarket,,PACK,,,1,
CLINICAL THERMOMETER B/S,CLINICAL THERMOMETER B/S   X 12,,247865,Pharmacy,,SACHET,1,,12,
CLINICAL THERMOMETER S/S,CLINICAL THERMOMETER S/S  ,,1008946,Pharmacy,,PCS,,,1,
CLINICLEAR LOTION,CLINICLEAR LOTION 500ML,,6.1811E+12,Supermarket,,JAR,,,1,
cliniclear lotion s/s,CLINICLEAR LOTION S/S X 1,,6009657,Supermarket,,JAR,,,1,
CLINICLEAR OIL,CLINICLEAR OIL X 1,,6009896,Supermarket,,JAR,,,1,
cliniclear soap,CLINICLEAR SOAP X 1,,6.1811E+12,Supermarket,,SOAP TABLET,,,1,
CLINISTIX REAGENT STRIPS,CLINISTIX REAGENT STRIPS  ,,5.016E+12,Pharmacy,,PACK,,,1,
CLINITEST,CLINITEST TABS  X 100,,4809,Pharmacy,TABLETS,FOIL STRIP,2,,100,
CLINIVAL-V,CLINIVAL-V SUPP  X 7,,6012583,Pharmacy,SUPPOSITORY,PACK,7,,7,
CLO BKO,CLO BKO CAPS ,,6127,Pharmacy,CAPSULES,PACK,,,1,
CLOBETADERM CREAM TUBE 30G,CLOBETADERM CREAM TUBE 30G,,1286,Supermarket,,TUBE,,,1,
clocit,CLOCIT TABS 50MG X 10,,6011140,Pharmacy,TABLETS,PACK,,,1,
clofenac SR,CLOFENAC SR TABS 100MG X 100,Diclofenac,UCLO55,Pharmacy,TABLETS,BLISTER,10,,100,HOVID
Clofenac,CLOFENAC TABS 50MG X 100,Diclofenac,UCLO53,Pharmacy,TABLETS,BLISTER,10,,100,HOVID
CLOFENCOL,CLOFENCOL SYR 100ML,,1007494,Pharmacy,SYRUP,BOTTLE,,,1,
Clomid X 10,CLOMID X 10 TABS 50MG,Clomiphene,1000314,Pharmacy,TABLETS,PACK,,,1,
CLOMIPHENE X 10,CLOMIPHENE X 10 TABS ,,6010599,Pharmacy,TABLETS,PACK,,,1,
CLOPEX,CLOPEX TABS 50MG X 30,,6008682,Pharmacy,TABLETS,BLISTER,10,,30,
CLOPIDOGREL(multicoy),CLOPIDOGREL(MULTICOY) TABS 75MG X 30,,6011180,Pharmacy,TABLETS,BLISTER,10,,30,
clopidogrel(newteva),CLOPIDOGREL(NEWTEVA) TABS 75MG X 28,,6012242,Pharmacy,TABLETS,BLISTER,14,,28,
CLOPIDOGREL(POCCO),CLOPIDOGREL(POCCO) TABS 75MG X 28,,6012176,Pharmacy,TABLETS,BLISTER,14,,28,
clopidogrel(samjones),CLOPIDOGREL(SAMJONES) TABS 75MG X 30,Clopidogrel Bisulfate,,Pharmacy,TABLETS,BLISTER,10,,30,EDEN U-K PHARMACEUTICALS LTD
CLOPIDROGREL(TEVA),CLOPIDROGREL(TEVA) TABS 75MG X 28,,5.01701E+12,Pharmacy,TABLETS,PACK,,,1,
cloret chewing gum,CLORET CHEWING GUM X 1,,,Supermarket,,PCS,1,,1,HAPPY PLACE INTL
ClOSE UP DEEP ACTION BRUSH,CLOSE UP DEEP ACTION BRUSH X 1,,6011950,Supermarket,,PCS,,,1,
ClOSE UP DEEP CLEAN BRUSH,CLOSE UP DEEP CLEAN BRUSH X 1,,6011951,Supermarket,,PCS,,,1,
CLOSE UP HERBAL 125ML,CLOSE UP HERBAL 125ML X 1,,6.1511E+12,Supermarket,,TUBE,1,,1,
CLOSE UP MOUTH WASH 473ML,CLOSE UP MOUTH WASH 473ML,,16356,Supermarket,,JAR,,,1,
CLOSE UP RED GEL,CLOSE UP RED GEL 125ML,,6.1511E+12,Supermarket,,TUBE,125ML,,1,
CLOSE UP RED GEL 50ML,CLOSE UP RED GEL 50ML,,6.1511E+12,Supermarket,,TUBE,,,1,
ClOSE UP SHINNY WHITE BRUSH,CLOSE UP SHINNY WHITE BRUSH X 1,,6011952,Supermarket,,PCS,,,1,
close up(everfresh),CLOSE UP(EVERFRESH) X 1,,6011298,Pharmacy,,TUBE,,,1,
CLOSE UP(SACHET),CLOSE UP(SACHET) X 1,,6011195,Supermarket,,SACHET,,,1,
CLOTRIDERM(FIDSON),CLOTRIDERM(FIDSON) OINTMENT 1% 20G,Clotrimazole,6013235,Pharmacy,SKIN OINTMENT,TUBE,20G,ANTIFUNGAL PREPARATIONS,10,
CLOTRIVAG VAGINAL  X 6,CLOTRIVAG VAGINAL  X 6 TABS 200MG,,1007471,Pharmacy,TABLETS,PACK,,,1,
CLOVIGAL VIRGINAL X 6,CLOVIGAL VIRGINAL X 6 TABS 100MG,,11361,Pharmacy,TABLETS,PACK,,,1,
CLOXACAP,CLOXACILLIN 250MG CAP X 100,Cloxacillin,4941,Pharmacy,CAPSULES,BLISTER,10,,100,
CO Q 10,CO Q 10 (MASON)  CAPS  X 100,,6013133,Pharmacy,CAPSULES,JAR,100,,100,
CO Q 10 (N/F),CO Q 10 (N/F) CAPS 200MG X 30,,6012395,Pharmacy,CAPSULES,JAR,30,,30,
CO Q.10(P/P),CO Q.10(P/P)  100MG X 100,,6012440,Pharmacy,,JAR,,,1,
Co Q-10,CO Q-10 (PURITANS PRIDE)  SOFTGEL 200MG X 30,,,Pharmacy,SOFTGEL,JAR,,,1,
CO Q-10,CO Q-10 (PURITIANS PRIDE)  SOFTGEL 100MG X 30,,25077155927,Pharmacy,SOFTGEL,JAR,,,1,
CO Q-10 RED YEAST RICE(N/Y),CO Q-10 RED YEAST RICE(N/Y) X 1,,6010099,Pharmacy,,JAR,,,1,
co q-10(nature field) x 60,CO Q-10(NATURE FIELD) X 60 CAPS ,,6008719,Pharmacy,CAPSULES,JAR,,,1,
CO Q-10(NATURE 'S BOUNTY) 100MG CAPS X 45,CO Q-10(NATURE 'S BOUNTY) 100MG CAPS X 45  ,,74312048869,Pharmacy,,JAR,,Paracetamol overdosage ,1,
CO Q-10(NATURE 'S BOUNTY) 150MG CAPS X 45,CO Q-10(NATURE 'S BOUNTY) 150MG CAPS X 45  ,,74312048876,Pharmacy,,JAR,,Paracetamol overdosage ,1,
CO Q-10(NATURE'S BOUNTY) 200MG CAPS X 75,CO Q-10(NATURE'S BOUNTY) 200MG CAPS X 75  ,,74312171390,Pharmacy,,JAR,,,1,
CO Q-10(NATURE'S BOUNTY),CO Q-10(NATURE'S BOUNTY) CAPS 400MG X 39,,6012104,Pharmacy,CAPSULES,JAR,39,,39,
co q-10(puritan's pride) x 60,CO Q-10(PURITAN'S PRIDE) X 60 TABS ,,25077155934,Pharmacy,TABLETS,JAR,,,1,
CO-AMOXICLAV,CO-AMOXICLAV CAPLET 1G,,1007977,Pharmacy,CAPLET,PACK,,,1,
CO-AMOXICLAV,CO-AMOXICLAV CAPLET 625 X 14,,1007976,Pharmacy,CAPLET,PACK,,,1,
CO-AMOXICLAV,CO-AMOXICLAV SUSP ,,1007978,Pharmacy,SUSPENSION,BOTTLE,,,1,
CO-APROVEL,CO-APROVEL TABS 150/12.5MG X 28,,1007772,Pharmacy,TABLETS,FOIL STRIP,14,,28,WWCVL (SANOFI)
CO-APROVEL,CO-APROVEL TABS 300/12.5MG X 28,,1007773,Pharmacy,TABLETS,FOIL STRIP,14,,28,WWCVL (SANOFI)
CO-ARINATE  [ADULT],CO-ARINATE  [ADULT] TABS ,,8060,Pharmacy,TABLETS,PACK,,,1,
CO-ARINATE [JNR],CO-ARINATE [JNR] TABS ,,8549,Pharmacy,TABLETS,PACK,,,1,
CO-ARINATE,CO-ARINATE SUSP ,,1007511,Pharmacy,SUSPENSION,BOTTLE,,,1,
Coartem (NOVARTIS) DS X 6,COARTEM (NOVARTIS) DS X 6 TABS 80/480MG,,1007751,Pharmacy,TABLETS,PACK,,,1,
Coartem (NOVARTIS) X 24,COARTEM (NOVARTIS) X 24 TABS 20/120,,1003043,Pharmacy,TABLETS,PACK,,,1,
Coartem (SFH) X 18,COARTEM (SFH) X 18 TABS ,,1000509,Pharmacy,TABLETS,PACK,,,1,OANG LIMITED
COARTEM ,COARTEM (SFH)X6 TABS ,,14993,Pharmacy,TABLETS,PACK,,,1,OANG LIMITED
COARTEM(NEW PACK),COARTEM(NEW PACK) TABS X 12,,6012085,Pharmacy,TABLETS,PACK,,,1,
COARTEM(NEW PACK),COARTEM(NEW PACK) TABS X 18,,6012086,Pharmacy,TABLETS,PACK,,,1,
COARTEM(NEW PACK),COARTEM(NEW PACK) TABS X 24,,6012087,Pharmacy,TABLETS,PACK,,,1,
COARTEM(NEW PACK),COARTEM(NEW PACK) TABS X 6,,6012084,Pharmacy,TABLETS,PACK,,,1,
Coartem(SFH) X 12,COARTEM(SFH) X 12 TABS ,,1002405,Pharmacy,TABLETS,PACK,,,1,
CO-ARTESIANE,CO-ARTESIANE SUSP  100ML,,8477,Pharmacy,SUSPENSION,BOTTLE,60ml,,1,
COAST LIQUID  MILK,COAST LIQUID  MILK X 48,,16570,Supermarket,,TIN,48,,48,
COATAL FORTE,COATAL FORTE SOFTGEL 80/8480MG X 6,,6012340,Pharmacy,SOFTGEL,PACK,,,1,
COATAL FORTE X 6,COATAL FORTE X 6 TABS 80/480MG,,1002418,Pharmacy,TABLETS,PACK,,,1,
COATAL,COATAL TABS 20+120MG X 24,,,Pharmacy,TABLETS,PACK,,,1,GENEITH PHARM. LIMITED
COCA COLA,COCA COLA 60CL,,6013231,Supermarket,,JAR,,,1,
COCA-COLA (MAMA),COCA-COLA (MAMA) 1.L,,6012301,Supermarket,,BOTTLE,1.L,,1,
COCA-COLA,COCA-COLA 35CL,,6011173,Supermarket,,JAR,,,1,
COCA-COLA COKE 50CL,COCA-COLA COKE 50CL,,54491472,Supermarket,,JAR,,,1,
cocnut hair oil & conditioner 350g,COCNUT HAIR OIL & CONDITIONER 350G X 1,,6009926,Supermarket,,JAR,,,1,
COCO POPS B/S,COCO POPS B/S X 1,,14091,Supermarket,,PACK,1,,1,
COCO POPS(PROMO PACK),COCO POPS(PROMO PACK) 550G,,6010853,Supermarket,,PACK,,,1,
COCOA BUTTER BABY LOTION,COCOA BUTTER BABY LOTION X 1,,6011640,Supermarket,,JAR,,,1,
cocoa butter cream(kingsly house),COCOA BUTTER CREAM(KINGSLY HOUSE) 500ML,,6011727,Supermarket,,JAR,,,1,
COCOA BUTTER FORMULA(STRETCHMARK) LOTION,COCOA BUTTER FORMULA(STRETCHMARK) LOTION X 1,,6009728,Supermarket,,JAR,,,1,
cocoa butter lotion b/s 500ml,COCOA BUTTER LOTION B/S 500ML X 1,,6010270,Supermarket,,JAR,,,1,
COCOA BuTTER LOTION S/S,COCOA BUTTER LOTION S/S X 1,,,Supermarket,,JAR,1,,1,
COCOA BUTTER MOISTURISING OIL,COCOA BUTTER MOISTURISING OIL X 1,,6009760,Supermarket,,JAR,,,1,
COCOA BuTTER SOAP,COCOA BUTTER SOAP X 1,,6013087,Supermarket,,SOAP TABLET,,,1,
COCOA BUTTER SPRAY,COCOA BUTTER SPRAY,,15414,Supermarket,,CAN,,,1,
COCOA BUTTER STRETCH MARKS CREAM 125G,COCOA BUTTER STRETCH MARKS CREAM 125G,,10181040351,Supermarket,,TUBE,,,1,
COCOA BUTTER(CUP) B/S,COCOA BUTTER(CUP) B/S X 1,,6009048,Supermarket,,JAR,,,1,
cocoa paa princess cocoa butter,COCOA PAA PRINCESS COCOA BUTTER 460G,,6011728,Supermarket,,JAR,,,1,
cocoa pops s/s,COCOA POPS S/S X 1,,5.05008E+12,Supermarket,,PACK,,,1,
COCOA REFIL 250G,COCOA REFIL 250G X 1,,6012256,Supermarket,,PACK,,,1,
COCOA TEA TIN,COCOA TEA TIN X 1,,6013299,Supermarket,,CAN,1,,1,
coco-chips,COCO-CHIPS X 1,,,Supermarket,,SACHET,,,1,STELGIRL BUSINESS VENTURES
CO-CODAMOL,CO-CODAMOL TABS 30/500MG X 100,,,Pharmacy,TABLETS,SACHET,10,,100,JORAX PHARMA
CO-CODAMOL,CO-CODAMOL TABS 500MG X 100,,5.01436E+12,Pharmacy,TABLETS,BLISTER,10,,100,
CO-CODAMOL,CO-CODAMOL TABS 8/500MG X 100,,,Pharmacy,TABLETS,SACHET,10,,100,JORAX PHARMA
COCODERM  LOTION 275ML,COCODERM  LOTION 275ML,,17263,Supermarket,,JAR,,,1,
COCODERM  SOAP 120g,COCODERM  SOAP 120G,,17500,Supermarket,,PCS,,,1,
COCODERM CREAM CUP,COCODERM CREAM CUP 150G,,6010844,Supermarket,,JAR,150G,,1,
COCODERM CREAM CUP 300G,COCODERM CREAM CUP 300G X 1,,17296,Supermarket,,CAN,,,1,
COCOFER,COCOFER SYR 150ML,,15465,Pharmacy,SYRUP,BOTTLE,,,1,
COCONUT BUSICUIT,COCONUT BUSICUIT X 1,,6010750,Supermarket,,PACK,,,1,
COCONUT CHIPS B/S,COCONUT CHIPS B/S,,16314,Supermarket,,BOTTLE,,,1,
COCONUT CHIPS S/S,COCONUT CHIPS S/S,,16315,Supermarket,,BOTTLE,,,1,
coconut hair oil & conditioner 100g,COCONUT HAIR OIL & CONDITIONER 100G X 1,,6009925,Supermarket,,JAR,,,1,
COCONUT HAIR OIL& CONDITIONER 250G,COCONUT HAIR OIL& CONDITIONER 250G X 1,,17415,Supermarket,,JAR,,,1,
COCONUT OiL B/S,COCONUT OIL B/S X 1,,6010506,Supermarket,,JAR,,,1,
coconut oil hair cream 350g,COCONUT OIL HAIR CREAM 350G X 1,,6010387,Supermarket,,JAR,,,1,
coconut oil s/s,COCONUT OIL S/S X 1,,6009671,Supermarket,,BOTTLE,,,1,
COCTAIL AIR FRANGRANCE,COCTAIL AIR FRANGRANCE 500ML,,16442,Supermarket,,SPRAY BOTTLE,500ML,,1,
COD LIVER OIL,COD LIVER OIL (ULTRA) X 1,,6013203,Pharmacy,,PACK,,,1,
cod liver oil(crowther),COD LIVER OIL(CROWTHER) CAPS 1000MG X 30,,,Pharmacy,CAPSULES,PACK,,,1,OANG LIMITED
CoD LIVER OIL(DR HOMMELS),COD LIVER OIL(DR HOMMELS) 125ML,,6011659,Pharmacy,,BOTTLE,,,1,
CoD LIVER OIL(DR HOMMELS),COD LIVER OIL(DR HOMMELS) SYR  200ML,,6012200,Pharmacy,SYRUP,BOTTLE,200ML,,1,
cod liver oil(emzor),COD LIVER OIL(EMZOR) TABS 1000MG X 30,,,Pharmacy,TABLETS,BLISTER,15,,30,EMZOR PHARMACEUTICAL INDUSTRIES
COD LIVER OIL(MASON),COD LIVER OIL(MASON) SOFTGEL  X 100,,6012195,Pharmacy,SOFTGEL,JAR,100,,100,
cod liver oil(nkoyo),COD LIVER OIL(NKOYO) CAPS 1000MG X 30,,,Pharmacy,CAPSULES,PACK,,,1,NKOYO PHARM LTD
cod liver oil(ortomeds),COD LIVER OIL(ORTOMEDS) SYR X 1,,6011187,Pharmacy,SYRUP,BOTTLE,,,1,
COD LIVER OIL(P/P),COD LIVER OIL(P/P) SOFTGEL X 100,,6011165,Pharmacy,SOFTGEL,JAR,,,1,
CODABAMAL FORTE 100,CODABAMAL FORTE 100 TABS ,,1007533,Pharmacy,TABLETS,PACK,,,1,
codaMLODIPINE,CODAMLODIPINE TABS 10MG X 100,,6012331,Pharmacy,TABLETS,BLISTER,10,,100,
codaMLODIPINE,CODAMLODIPINE TABS 10MG X 28,,6012371,Pharmacy,TABLETS,BLISTER,14,,28,
CODAMLODIPINE,CODAMLODIPINE TABS 5MG X 28,,6012332,Pharmacy,TABLETS,BLISTER,14,,28,
CODATORVASTATIN,CODATORVASTATIN TABS 10MG X 30,,6012989,Pharmacy,TABLETS,BLISTER,10,,30,
CODATORVASTATIN,CODATORVASTATIN TABS 20MG X 30,,6012988,Pharmacy,TABLETS,BLISTER,10,,30,
CODE SPRAY,CODE SPRAY X 1,,,Supermarket,SPRAY,JAR,1,,1,
codefree machine,CODEFREE MACHINE X 1,,6012265,Pharmacy,,PACK,,,1,
codefree strip,CODEFREE STRIP   X 2,,6012266,Pharmacy,,BLISTER,1,,2,
CODEINE X 50,CODEINE X 50 TABS 400MG X 100,,6010113,Pharmacy,TABLETS,JAR,100,,100,
co-dilopril,CO-DILOPRIL TABS  X 28,,5.0152E+12,Pharmacy,TABLETS,BLISTER,14,,28,
co-diovan,CO-DIOVAN TABS 160/12.5MG X 28,,11734,Pharmacy,TABLETS,BLISTER,14,,28,
CO-DIOVAN,CO-DIOVAN TABS 160/25MG X 28,,1003315,Pharmacy,TABLETS,SACHET,14,,28,
co-diovan,CO-DIOVAN TABS 80/12.5 X 28,,1001045,Pharmacy,TABLETS,SACHET,14,,28,
codisin plus,CODISIN PLUS SYR 640MG/80ML X 1,,6010973,Pharmacy,SYRUP,BOTTLE,,,1,
codisin plus,CODISIN PLUS TABS X 8,,6010974,Pharmacy,TABLETS,PACK,,,1,
CODIX-RAMIPRIL,CODIX-RAMIPRIL TABS 5MG X 28,,6013358,Pharmacy,TABLETS,BLISTER,14,,28,
codolin expectorant,CODOLIN EXPECTORANT SYR  100ML,,,Pharmacy,SYRUP,BOTTLE,100ml,,1,
cod-ramipril,COD-RAMIPRIL TABS 5MG X 100,,6013120,Pharmacy,TABLETS,BLISTER,10,,100,
CODURETICS,CODURETICS TABS 40MG X 100,,6012334,Pharmacy,TABLETS,BLISTER,10,,100,
COF N COLD DROP,COF N COLD DROP X 1,,6013030,Pharmacy,,BOTTLE,,,1,
COF N COLD,COF N COLD SYR 100ML,,9720,Pharmacy,SYRUP,BOTTLE,,,1,
COF OFF(ADULT),COF OFF(ADULT) SYR X 1,,6010235,Pharmacy,SYRUP,BOTTLE,,,1,
COF OFF(CHILD),COF OFF(CHILD) SYR X 1,,6010236,Pharmacy,SYRUP,BOTTLE,,,1,
CO-FAN (GSK),CO-FAN (GSK) TABS ,,1007624,Pharmacy,TABLETS,PACK,,,1,
CoFBIT,COFBIT SYR 60ML X 1,,6011310,Pharmacy,SYRUP,BOTTLE,,,1,
CoFBIT,COFBIT X 1,,6013233,Pharmacy,,PACK,,,1,
COFEEZE COUGH,COFEEZE COUGH SYR 100ML,,6513,Pharmacy,SYRUP,BOTTLE,,,1,
cofepront cough syr.,COFEPRONT COUGH SYR.   X 1,,,Pharmacy,,BOTTLE,1,,1,DRUGFIELD PHARMACEUTICALS LIMITED
COFEX COUGH SYRUP,COFEX COUGH SYRUP  100ML X 1,,1002115,Pharmacy,,BOTTLE,,,1,SKG PHARMA LTD
COFEX,COFEX TABS  X 100,,6012139,Pharmacy,TABLETS,BLISTER,10,,100,
COFFE MATE,COFFE MATE 1.41KG,,16856,Supermarket,,JAR,,,1,
COFFEE CREAMER 1kg,COFFEE CREAMER 1KG X 1,,21084638,Supermarket,CREAM,TIN,1,,1,
COFFEE CREAMER,COFFEE CREAMER 454G,,16855,Supermarket,,JAR,,,1,
COFFEE MATE,COFFEE MATE 311.8G,,16854,Supermarket,,JAR,,,1,
COFFEE MILK BISCUIT,COFFEE MILK BISCUIT 200G,,16781,Supermarket,,PACK,,,1,
COFFEE POT (PROYC-SS),COFFEE POT (PROYC-SS),,1008098,Supermarket,,PACK,,,1,RONKYEM ENTERPRISES
COFFEE SWEET,COFFEE SWEET   X 210,,6011550,Supermarket,,SACHET,1,,210,
COFLAX ADULT,COFLAX ADULT   100ML,,6.156E+12,Pharmacy,,BOTTLE,100ML,,1,DRUGFIELD PHARMACEUTICALS LIMITED
COFLAX CHILD,COFLAX CHILD SYR 100ML,,6.156E+12,Pharmacy,SYRUP,BOTTLE,1,,1,DRUGFIELD PHARMACEUTICALS LIMITED
CoFLAX WITH CODIENE,COFLAX WITH CODIENE SYR X 1,,6011272,Pharmacy,SYRUP,BOTTLE,,,1,
COFLIN EXPECTORANT,COFLIN EXPECTORANT SYR  100ML,,1002116,Pharmacy,SYRUP,BOTTLE,100ML,,1,VITABIOTICS (NIGERIA) LTD.
Coflin LINTUS X 60,COFLIN LINTUS X 60 SYR ,,1000044,Pharmacy,SYRUP,BOTTLE,,,1,VITABIOTICS (NIGERIA) LTD.
coflin,COFLIN TABS  X 100,,8.90401E+12,Pharmacy,TABLETS,FOIL STRIP,10,,100,FARMEX MEYER LIMITED
COFMIX EXPECTORANT,COFMIX EXPECTORANT  ,,1000391,Pharmacy,,BOTTLE,,,1,
COFMIX JUNIOR,COFMIX JUNIOR   100ML,,1001913,Pharmacy,,BOTTLE,100ML,,1,
COFMIX LINCTUS,COFMIX LINCTUS 100ML,,021265  220134,Pharmacy,,BOTTLE,,,1,
COFMIX WITH CODINE,COFMIX WITH CODINE SYR  100ML,,8975,Pharmacy,SYRUP,,100ML,,1,
COFREMEDY EXPECTORANT,COFREMEDY EXPECTORANT SYR 100ML,,,Pharmacy,SYRUP,BOTTLE,,,1,DIAMOND HEALTHCARE LTD
COFTA,COFTA LOZENGES  X 100,,1000371,Pharmacy,LOZENGES,FOIL STRIP,10,,100,
COFTA,COFTA SYR 100ML,,6.1534E+12,Pharmacy,SYRUP,BOTTLE,,,1,
cognitol,COGNITOL TABS 5MG X 30,,1003150,Pharmacy,TABLETS,SACHET,10,,30,
COGNIUM,COGNIUM TABS X 20,,6012570,Pharmacy,TABLETS,PACK,,,1,
COLAMA-DS,COLAMA-DS TABS X 6,,6011380,Pharmacy,TABLETS,PACK,,,1,
COLART ADULT X 24,COLART ADULT X 24 TABS ,,15435,Pharmacy,TABLETS,PACK,,,1,
COLART CHILD X 12,COLART CHILD X 12 TABS 20/120MG,,1007435,Pharmacy,TABLETS,PACK,,,1,
COLCHICINE,COLCHICINE TABS 1MG {OPOCALCIUM} ,,14803,Pharmacy,TABLETS,PACK,,,1,
COLD PERFUME 100ml,COLD PERFUME 100ML X 1,,7.15387E+11,Supermarket,,BOTTLE,1,,1,
COLDEX,COLDEX TABS  X 25,,8.93475E+12,Pharmacy,TABLETS,FOIL STRIP,1,,25,
COLESTRIM (MEGA) 160MG X 30,COLESTRIM (MEGA) 160MG X 30  ,Fenofibrate,8.90408E+12,Pharmacy,,PACK,,,1,
COLGATE (CAVITY) TOOTHPASTE,COLGATE (CAVITY) TOOTHPASTE X 1,,6012009,Supermarket,,PACK,,,1,
COLGATE ADVANCE WHITENING 100ML,COLGATE ADVANCE WHITENING 100ML,,6.00107E+12,Supermarket,,TUBE,,,1,
colgate baby 0-2yrs,COLGATE BABY 0-2YRS X 1,,1005183,Supermarket,,TUBE,1,,1,
CoLGATE BRUSH(NIG),COLGATE BRUSH(NIG) X 1,,6011508,Supermarket,,PCS,,,1,
colgate maxfresh blue,COLGATE MAXFRESH BLUE 140G,,,Supermarket,,TUBE,140g,,12,
COLGATE MAXFRESH TOOTH PASTE X 12,COLGATE MAXFRESH TOOTH PASTE X 12,,8.90131E+12,Supermarket,,TUBE,,,1,
COLGATE MAXIMIUM PROTECTION 140G,COLGATE MAXIMIUM PROTECTION 140G,,6.18101E+12,Supermarket,,TUBE,,,1,
COLGATE MAXIMUM PROTECTION 28G S/S,COLGATE MAXIMUM PROTECTION 28G S/S X 1,,6.18101E+12,Supermarket,,TUBE,,,1,
COLGATE MAXI-WHITE TOOTH PASTE,COLGATE MAXI-WHITE TOOTH PASTE X 1,,,Supermarket,,PACK,1,,1,EKENE GLOBAL VENTURES NIGERIA LTD
COLGATE PASTE  HERBAL b/s,COLGATE PASTE  HERBAL B/S X 1,,6.92035E+12,Supermarket,,TUBE,1,,1,
COLGATE PLAX MOUTHWASH 250ML,COLGATE PLAX MOUTHWASH 250ML X 1,,16637,Supermarket,,JAR,1,,1,
